// classname|model_path|scale_x|scale_y|scale_z|entity_type|box_xmin|box_ymin|box_zmin|box_xmax|box_ymax|box_zmax|noshadow|solidflag|walk_speed|run_speed|speed|lighting|blending|target_sequence|misc_value|no_mip|spawn_sequence|description|color_r|color_g|color_b

// Quake 2
choose_cdtrack||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Sets CD track|.5|.5|.5
env_bubbler||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bubbler|0.3|0.3|1.0
env_dust||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Dust (triggered)|0.3|0.3|1.0
env_fire||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Flame effect. Does not emit light|0.3|0.3|1.0
env_mist||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Mist|0.3|0.3|1.0
env_muck||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|0
env_smoke||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Smoke|0.3|0.3|1.0
env_sun1||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Places two suns in the world and attaches a lens flare to them. One sun is blue, the other is yellow|0.3|0.3|1.0
env_water_drip||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Water drip|0.3|0.3|1.0
env_waterfall_base||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|waterfall base|0.3|0.3|1.0
env_water_fountain||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Fountain|0.3|0.3|1.0
flamethrower||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Flamethrower. Triggers flame from origin brush when player touches trigger brush, or when triggered if targetted. Sets player on fire if they touch trigger brush, regardless of if the visual flame FX touches them.|.5|.5|.5
func_monsterspawner||1.0|1.0|1.0|general|-8|-8|-8|8|8|8|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Monster Spawner|0.0|0.5|0.8
info_buoy||1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Buoy for monster navigation|0.0|1.0|0.0
item_ammo_hellstaff|models/items/weapons/hellstaff/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Hellstaff ammo|0.3|0.3|1.0
item_ammo_phoenix|models/items/ammo/phoenix/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Phoenix ammo|0.3|0.3|1.0
item_ammo_redrain|models/items/ammo/redrain/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Red rain ammo|0.3|0.3|1.0
item_defense_meteorbarrier|models/items/defense/meteorbarrier/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Meteor Barrier spell|0.3|0.3|1.0
item_defense_polymorph|models/items/defense/polymorph/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Polymorph Spell|0.3|0.3|1.0
item_defense_powerup||1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Power Up|0.3|0.3|1.0
item_defense_ringofrepulsion|models/items/defense/repulsion/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Ring of Repulsion|0.3|0.3|1.0
item_defense_shield|models/items/defense/lightshield/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Shield Spell|0.3|0.3|1.0
item_defense_teleport|models/items/defense/teleport/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Teleport Spell|0.3|0.3|1.0
item_defense_tornado|models/items/defense/tornado/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Whirlwind spell (Enhancement patch)|0.3|0.3|1.0
item_health_full|models/items/health/healthbig/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Full Health|0.3|0.3|1.0
item_health_half|models/items/health/healthsmall/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Half Health|0.3|0.3|1.0
item_mana_combo_half|models/items/mana/combo/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Half Combo Mana|0.3|0.3|1.0
item_mana_combo_quarter|models/items/mana/combo/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Quater Combo Mana|0.3|0.3|1.0
item_mana_defensive_full|models/items/mana/full/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Full Defensive Mana|0.3|0.3|1.0
item_mana_defensive_half|models/items/mana/half/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Half Defensive Mana|0.3|0.3|1.0
item_mana_offensive_full|models/items/mana/full/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Full Offensive Mana|0.3|0.3|1.0
item_mana_offensive_half|models/items/mana/half/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Half Offensive Mana|0.3|0.3|1.0
item_puzzle_canyonkey|models/items/puzzles/hivekey/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Canyon key|0.3|0.3|1.0
item_puzzle_cloudkey|models/items/puzzles/cloudkey/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cloud Fortress key|0.3|0.3|1.0
item_puzzle_cog|models/items/puzzles/cog/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cog|0.3|0.3|1.0
item_puzzle_crystal|models/items/puzzles/crystalshard/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Andoria crystal|0.3|0.3|1.0
item_puzzle_dungeonkey|models/items/puzzles/dungeonkey/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Dungeon key|0.3|0.3|1.0
item_puzzle_highpriestesskey|models/items/puzzles/hivekey/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|High Priestess key|0.3|0.3|1.0
item_puzzle_highpriestesssymbol|models/items/puzzles/hiveidol/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|High Priestess symbol|0.3|0.3|1.0
item_puzzle_hive2amulet|models/items/puzzles/amulet/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Hive amulet|0.3|0.3|1.0
item_puzzle_hive2gem|models/items/puzzles/tcheckrikgem/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Hive gem|0.3|0.3|1.0
item_puzzle_hive2spear|models/items/puzzles/spear/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Hive spear|0.3|0.3|1.0
item_puzzle_minecartwheel|models/items/puzzles/wheel/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Minecart wheel|0.3|0.3|1.0
item_puzzle_ore|models/items/puzzles/oreunrefined/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Unrefined ore|0.3|0.3|1.0
item_puzzle_plazacontainer|models/items/puzzles/plazajug/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Andoria container|0.3|0.3|1.0
item_puzzle_potion|models/items/puzzles/potion/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Healer potion|0.3|0.3|1.0
item_puzzle_refinedore|models/items/puzzles/orerefined/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Refined ore|0.3|0.3|1.0
item_puzzle_shield|models/items/puzzles/shield/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Ssithra shield|0.3|0.3|1.0
item_puzzle_slumcontainer|models/items/puzzles/jugfull/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Andoria container|0.3|0.3|1.0
item_puzzle_tavernkey|models/items/puzzles/townkey/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Tavern key|0.3|0.3|1.0
item_puzzle_tome|models/items/puzzles/book/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Tome|0.3|0.3|1.0
item_puzzle_townkey|models/items/puzzles/townkey/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Town key|0.3|0.3|1.0
item_spitter||1.0|1.0|1.0|general|-4.0|-4.0|-4.0|4.0|4.0|4.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Triggered item spawner|0|0.5|0.8
item_weapon_firewall|models/items/weapons/firewall/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Firewall|0.3|0.3|1.0
item_weapon_hellstaff|models/items/weapons/hellstaff/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Hell Staff|0.3|0.3|1.0
item_weapon_maceballs|models/items/weapons/maceballs/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Maceballs|0.3|0.3|1.0
item_weapon_magicmissile|models/items/weapons/array/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Magic Missile|0.3|0.3|1.0
item_weapon_phoenixbow|models/items/weapons/bow/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Phoenix Bow|0.3|0.3|1.0
item_weapon_redrain_bow|models/items/weapons/bow/tris.fm|1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Red Rain Bow|0.3|0.3|1.0
item_weapon_sphereofannihilation||1.0|1.0|1.0|general|-10.0|-10.0|-10.0|10.0|10.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Sphere of Annihilation|0.3|0.3|1.0
light_buglight|models/objects/lights/bug/tris.fm|1.0|1.0|1.0|general|-7.0|-7.0|-7.0|7.0|7.0|25.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bug light|0.0|1.0|0.0
light_chandelier1|models/objects/chandelier/chan1/tris.fm|1.0|1.0|1.0|general|-36.0|-36.0|-43.0|34.0|34.0|43.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Chandelier (dirty gold) A tarnished gold chandelier hung from chains.|0.0|1.0|0.0
light_chandelier2|models/objects/chandelier/chan2/tris.fm|1.0|1.0|1.0|general|-18.0|-18.0|-40.0|18.0|18.0|40.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Chandelier (dirty metal) A tarnished metal chandelier hung from chains.|0.0|1.0|0.0
light_chandelier3|models/objects/chandelier/chan3/tris.fm|1.0|1.0|1.0|general|-34.0|-34.0|-80.0|34.0|34.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Chandelier (gold & large) A golden chandelier.|0.0|1.0|0.0
light_flame||1.0|1.0|1.0|general|-16|-16|0|16|16|34|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|0
light_floortorch|models/objects/lights/floortorch/tris.fm|1.0|1.0|1.0|general|-14.0|-14.0|-17.0|14.0|14.0|17.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Floor torch stand|0.0|1.0|0.0
light_gem2|models/objects/lights/sinkcity/light-2/tris.fm|1.0|1.0|1.0|general|-1.0|-6.0|-8.0|4.0|6.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Gem light|0.0|1.0|0.0
light_lantern1|models/objects/lights/lantern-1/tris.fm|1.0|1.0|1.0|general|-28.0|-8.0|-22.0|4.0|8.0|22.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Lantern with wood arm|0.0|1.0|0.0
light_lantern2|models/objects/lights/lantern-2/tris.fm|1.0|1.0|1.0|general|-6.0|-6.0|-24.0|6.0|6.0|40.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Lantern on chain|0.0|1.0|0.0
light_lantern3|models/objects/lights/lantern-3/tris.fm|1.0|1.0|1.0|general|-6.0|-6.0|-12.0|6.0|6.0|11.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Lantern (ceiling)|0.0|1.0|0.0
light_lantern4|models/objects/lights/lantern-4/tris.fm|1.0|1.0|1.0|general|-18.0|-7.0|-7.0|7.0|7.0|14.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Lantern (wall)|0.0|1.0|0.0
light_lantern5|models/objects/lights/lantern-4/tris.fm|1.0|1.0|1.0|general|-7.0|-7.0|-7.0|7.0|7.0|14.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Lantern (table)|0.0|1.0|0.0
light_torch1|models/objects/lights/sinkcity/light-3/tris.fm|1.0|1.0|1.0|general|-4.0|-6.0|-5.0|6.0|6.0|20.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Wall torch with blue gem|0.0|1.0|0.0
light_walltorch|models/objects/lights/walltorch/tris.fm|1.0|1.0|1.0|general|-16.0|-10.0|-12.0|10.0|10.0|12.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Wall Torch|0.0|1.0|0.0
misc_fire_sparker||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Spark generator (triggered)|0|0|0
misc_flag|models/rj5/tris.fm|1.0|1.0|1.0|general|-10|-10|0|10|10|80|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|0
misc_magic_portal||1.0|1.0|1.0|general|-32.0|-32.0|-24.0|32.0|32.0|-16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Magic Portal|1.0|0.0|0.0
misc_remote_camera||1.0|1.0|1.0|general|-32.0|-32.0|-24.0|32.0|32.0|-16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Remote Camera|1.0|0.0|0.0
misc_update_spawner||1.0|1.0|1.0|general|0.0|0.0|0.0|0.0|0.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Updates level spawn point to trigger's position. Relevant for teleport spell.|.5|.5|.5
monster_assassin|models/monsters/assassin/tris.fm|1.0|1.0|1.0|general|-16.0|-16.0|-32.0|16.0|16.0|48.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Assassin|1.0|0.5|0.0
monster_bee|models/monsters/bee/tris.fm|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bee (unfinished)|1.0|0.5|0.0
monster_chicken|models/monsters/chicken2/tris.fm|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Chicken|1.0|0.5|0.0
monster_chkroktk|models/monsters/rat/tris.fm|1.0|1.0|1.0|general|-16|-16|-26|16|16|26|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|0
monster_elflord|models/monsters/elflord/tris.fm|1.0|1.0|1.0|general|-24.0|-24.0|-64.0|24.0|24.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Celestial Watcher|1.0|0.5|0.0
monster_fish|models/monsters/fish/tris.fm|1.0|1.0|1.0|general|-25.0|-25.0|-14.0|25.0|25.0|14.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Fish|1.0|0.5|0.0
monster_gkrokon|models/monsters/gkrokon/tris.fm|1.0|1.0|1.0|general|-20.0|-20.0|-0.0|20.0|20.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Gkrokon|1.0|0.5|0.0
monster_gorgon|models/monsters/gorgon/tris.fm|1.0|1.0|1.0|general|-16.0|-16.0|0.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Gorgon|1.0|0.5|0.0
monster_gorgon_leader|models/monsters/gorgon/tris.fm|1.0|1.0|1.0|general|-16|-16|-0|16|16|32|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|0
monster_harpy|models/monsters/harpy/tris.fm|1.0|1.0|1.0|general|-16.0|-16.0|-12.0|16.0|16.0|12.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Harpy|1.0|0.5|0.0
monster_high_priestess|models/monsters/highpriestess/tris.fm|1.0|1.0|1.0|general|-24.0|-24.0|0.0|24.0|24.0|72.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|High Priestess|1.0|0.5|0.0
monster_imp|models/monsters/imp/tris.fm|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Imp (unfinished)|1.0|0.5|0.0
monster_morcalavin|models/monsters/morcalavin/tris.fm|1.0|1.0|1.0|general|-24.0|-24.0|-50.0|24.0|24.0|40.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Morcalavin|1.0|0.5|0.0
monster_mssithra|models/monsters/mutantsithra/tris.fm|1.0|1.0|1.0|general|-36.0|-36.0|0.0|36.0|36.0|96.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Mssithra|1.0|0.5|0.0
monster_ogle|models/monsters/ogle/tris.fm|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Ogle|1.0|0.5|0.0
monster_palace_plague_guard|models/monsters/plaguelf/tris.fm|1.0|1.0|1.0|general|-17.0|-25.0|-1.0|22.0|12.0|63.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Plague Guard|1.0|0.5|0.0
monster_palace_plague_guard_invisible|models/monsters/plaguelf/tris.fm|1.0|1.0|1.0|general|-17.0|-25.0|-1.0|22.0|12.0|63.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Invisible Plague Guard|1.0|0.5|0.0
monster_plagueElf|models/monsters/plaguelf/tris.fm|1.0|1.0|1.0|general|-17.0|-25.0|-1.0|22.0|12.0|63.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Elf|1.0|0.5|0.0
monster_rat|models/monsters/rat/tris.fm|1.0|1.0|1.0|general|-16.0|-16.0|-0.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Rat|1.0|0.5|0.0
monster_rat_giant|models/monsters/rat/superduperat/tris.fm|2.0|2.0|2.0|general|-8.0|-8.0|-0.0|8.0|8.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Giant Rat|1.0|0.5|0.0
monster_seraph_guard|models/monsters/guard/tris.fm|2.5|2.5|2.5|general|-12.0|-12.0|-17.0|12.0|12.0|17.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Seraph Guard|1.0|0.5|0.0
monster_seraph_overlord|models/monsters/overlord/tris.fm|1.0|1.0|1.0|general|-24.0|-24.0|-34.0|24.0|24.0|34.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Seraph Overlord|1.0|0.5|0.0
monster_spreader|models/monsters/spreader/tris.fm|1.0|1.0|1.0|general|-16.0|-16.0|-0.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Spreader|1.0|0.5|0.0
monster_ssithra|models/monsters/ssithra/tris.fm|1.1|1.1|1.1|general|-16.0|-16.0|-32.0|16.0|16.0|26.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Plague Ssithra|1.0|0.5|0.0
monster_tcheckrik_female|models/monsters/tcheckrik/female/tris.fm|1.0|1.0|1.0|general|-16.0|-16.0|-32.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Female Tcheckrik|1.0|0.5|0.0
monster_tcheckrik_male|models/monsters/tcheckrik/male/tris.fm|1.0|1.0|1.0|general|-16.0|-16.0|-32.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Male Tcheckrik|1.0|0.5|0.0
monster_tcheckrik_mothers|models/monsters/mother/tris.fm|1.0|1.0|1.0|general|-40.0|-40.0|-75.0|40.0|40.0|75.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Tcheckrik Mother|1.0|0.5|0.0
monster_trial_beast|models/monsters/beast/tris.fm|1.0|1.0|1.0|general|-100.0|-100.0|-36.0|100.0|100.0|150.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Trial Beast|1.0|0.5|0.0
obj_andwallhanging|models/objects/andwallhang/tris.fm|1.0|1.0|1.0|general|0.0|-19.0|-24.0|4.0|19.0|24.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Circular Andorian wall hanging|0.3|0.3|1.0
obj_banner|models/objects/banner/wall/tris.fm|1.0|1.0|1.0|general|-8.0|-44.0|-296.0|8.0|44.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Banner|0.3|0.3|1.0
obj_banneronpole|models/objects/banner/onpole/tris.fm|1.0|1.0|1.0|general|-8.0|-28.0|-30.0|8.0|28.0|30.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Banner on Pole|0.3|0.3|1.0
obj_barrel|models/objects/barrel/normal/tris.fm|1.0|1.0|1.0|general|-12.0|-12.0|-19.0|12.0|12.0|19.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Barrel|0.3|0.3|1.0
obj_barrel_explosive|models/objects/barrel/normal/tris.fm|1.0|1.0|1.0|general|-11.0|-12.0|-18.0|11.0|12.0|18.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Explosive barrel. Use barrel with spawnflags 4 instead|0.3|0.3|1.0
obj_barrel_metal|models/objects/barrel/metal/tris.fm|1.0|1.0|1.0|general|-11.0|-12.0|-18.0|11.0|12.0|18.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Metal barrel|0.3|0.3|1.0
obj_basket|models/objects/pots/basket/tris.fm|1.0|1.0|1.0|general|-13.0|-13.0|-21.0|13.0|13.0|21.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Basket|0.3|0.3|1.0
obj_bench|models/objects/chairs/bench/tris.fm|1.0|1.0|1.0|general|-10.0|-21.0|-10.0|10.0|21.0|10.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bench|0.3|0.3|1.0
obj_bigcrystal|models/objects/crystals/bigcrystal/tris.fm|1.0|1.0|1.0|general|-35.0|-35.0|-50.0|35.0|35.0|50.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Rotating crystal|0.3|0.3|1.0
obj_biotank|models/objects/labs/biotank/tris.fm|1.0|1.0|1.0|general|-20.0|-33.0|-52.0|20.0|33.0|52.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bio Tank|0.3|0.3|1.0
obj_bloodsplat|sprites/fx/bsplat.sp2|1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Blood splat|0.3|0.3|1.0
obj_bookclosed|models/objects/books/bookclosed/tris.fm|1.0|1.0|1.0|general|-8.0|-8.0|-2.0|8.0|8.0|2.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Closed book standing up|0.3|0.3|1.0
obj_bookopen|models/objects/books/bookopen/tris.fm|1.0|1.0|1.0|general|-8.0|-16.0|-2.0|8.0|16.0|2.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Open Book|0.3|0.3|1.0
